Country Code,Country Name,Year,"Foreign direct investment, net inflows (BoP, current US$)",Total reserves (gold + US$),Consumer Price,Time required to start a business (days),Total tax and contribution rate (PCT of profit),Final Consumption Expenditure,Exports of goods and services (PCT of GDP),Imports of goods and services (PCT of GDP),Gross Domestic Product,GDP Growth,GNI Per Capita,Gross Savings,"Primary completion rate, total (PCT of relevant age group)",Expenditure Education,Unemployment,"Intentional homicides (per 100,000 people)",Access Elect.,Basic Sanitation,Population Density,Maternal Mortality,Refugee population by country or territory of asylum,Refugee population by country or territory of origin,Research and development expenditure (PCT of GDP),Mobile Subs.,"Labour force, total",Population Total,GDP per_capita,"Natural Change, Births minus Deaths (thousands)","Rate of Natural Change (per 1,000 population)",Population Growth Rate (percentage),"Crude Birth Rate (births per 1,000 population)","Median Age, as of 1 July (years)","Life Expectancy at Birth, both sexes (years)",Net Number of Migrants (thousands),"Net Migration Rate (per 1,000 population)","Infant Mortality Rate (infant deaths per 1,000 live births)","Infant Deaths, under age 1 (thousands)"
DZA,Algeria,2009,2746930734.16534,155111906771.678,96.2361447551934,22.0,72.5,6.80000000069325,35.3716518568122,35.9526786901116,137211035770.034,1.60000000037586,4300.0,47.205596239558,91.8822631835938,6.03000020980835,10.1599998474121,0.78395009073727,98.8451843261719,91.72863653,14.890693358637,148.0,94136.0,8168.0,0.25947333251436566,92.99292417,10551825.0,35196037.0,12242.178137001,680.45,19.316,1.837,24.051,24.698,73.62,-33.857,-0.961,23.746,20.014
DZA,Algeria,2010,2300369124.15828,170461132878.607,100.0,22.0,72.5,5.59999999938971,38.4445473501205,31.4221139127473,161207270185.25,3.60000000003535,4490.0,49.8291536854345,95.6169967651367,6.385956103985125,9.96000003814697,0.705997765100146,98.8589324951172,91.72733455,15.1643911594045,147.0,94141.0,6665.0,0.25947333251436566,91.42082361,10832191.0,35856344.0,12610.2480535971,707.097,19.704,1.88,24.458,25.05,73.808,-33.071,-0.922,22.981,20.089
DZA,Algeria,2011,2571237024.68517,191369111470.407,104.524211505053,22.0,72.5,7.20000000019965,38.7881186400386,28.6861830923084,200013052199.2,2.89999999946306,4610.0,48.5270729546942,97.6362991333008,6.385956103985125,9.96000003814697,0.763745273712395,98.8880310058594,91.72603257,15.4591004895581,147.0,94145.0,6093.0,0.25947333251436566,97.46161442,10616990.0,36543541.0,12990.345016498,735.198,20.102,1.917,24.815,25.384,74.123,-34.829,-0.952,22.407,20.26
DZA,Algeria,2012,1500402452.8635,200586904241.375,113.81793046074,22.0,72.4,4.19999999969369,36.8905478100074,28.5144313881196,209058991952.125,3.40000000029599,5220.0,47.7790130522936,101.552879333496,7.63759708404541,10.9700002670288,1.39899800178681,98.7646636962891,91.34330461,15.7724382174377,145.0,94130.0,5657.0,0.25947333251436566,100.7169538,11293832.0,37260563.0,13404.4117836409,768.791,20.615,1.969,25.382,25.695,74.202,-35.119,-0.942,21.99,20.718
DZA,Algeria,2013,1691886707.50796,201436604411.915,117.521838067973,22.0,72.3,3.39999999999998,33.2098978857357,30.4009257853789,209755003250.664,2.8,5540.0,45.5564952641888,106.031677246094,7.29229640960693,9.81999969482422,1.25851678291123,99.0022048950195,90.96058747,16.0968711950087,144.0,94142.0,3643.0,0.25947333251436566,103.9905106,11793700.0,38000626.0,13715.7435787744,781.874,20.563,1.964,25.236,25.986,74.615,-35.412,-0.931,21.664,20.758
DZA,Algeria,2014,1502206170.55838,186350590140.834,120.94986420025,20.0,73.2,3.19999999983625,30.4876572080909,31.9266588029972,213810024944.464,3.80000000016804,5510.0,43.2992717451351,108.391578674316,7.31870079040527,10.210000038147,1.48238779429123,99.0870132446289,90.57788116,16.4221590097996,141.0,94119.0,3509.0,0.25947333251436566,111.7079111,11392848.0,38760168.0,14203.89540132,808.7,20.849,1.993,25.404,26.263,75.11,-36.088,-0.93,21.418,21.043
DZA,Algeria,2015,-537792920.921856,150595236894.628,126.736646357875,18.0,73.2,3.59999999970908,23.1717780134205,36.5233505852979,165979279263.174,3.69999999958893,4880.0,36.487921549996,105.546722412109,7.96296739578247,11.210000038147,1.36427639736388,99.1866607666016,90.19518567,16.7405040012764,140.0,94176.0,3470.0,0.25947333251436566,109.3176407,11709818.0,39543154.0,14614.970429045,829.722,20.968,2.006,25.405,26.52,75.622,-36.371,-0.919,21.175,21.239
DZA,Algeria,2016,1638263953.77737,120788088861.403,134.844870195013,18.0,66.0,2.60000000002127,20.8724852102256,35.0531826669525,160034163871.455,3.20000000006691,4400.0,37.3833250454579,105.590049743652,7.34435987472534,10.1999998092651,1.0893181129697853,99.3502502441406,89.81250102,17.0488949050296,149.875,94220.0,3705.0,0.25947333251436566,116.6140394,11918421.0,40339329.0,15013.2963798624,835.226,20.694,1.981,25.166,26.76,75.732,-36.227,-0.898,20.862,21.166
DZA,Algeria,2017,1230243450.87889,104852543743.412,142.384203185789,18.0,66.1,2.20000000017623,22.6322322911166,32.6891707303428,170097014589.134,1.29999999991843,3970.0,38.7260685059488,105.636711120605,6.50538015365601,10.3330001831055,1.0893181129697853,99.6354904174805,89.42982719,14.82185915366634,149.875,94248.0,4021.0,0.534319996833801,111.4475314,12073799.0,41136546.0,11783.853525650096,831.883,20.213,1.934,24.755,26.984,75.743,-36.448,-0.886,20.488,20.866
DZA,Algeria,2018,1466116068.03412,87382910154.0942,148.463994714821,18.0,66.1,2.70000000066138,25.8611508241538,32.2043409466652,174910878623.049,1.20000000049063,4010.0,40.1500621909608,105.14395904541,5.8663501739502,10.4200000762939,1.0893181129697853,99.6978378295898,89.04716419,14.82185915366634,149.875,94341.0,4181.0,0.25947333251436566,112.4675177,12232256.0,41927007.0,11783.853525650096,821.72,19.592,1.874,24.074,27.198,76.066,-36.227,-0.864,20.077,20.293
DZA,Algeria,2019,1381200049.59264,71795950714.9485,151.361667767746,18.0,66.1,1.99999999980247,22.7134619101122,29.0941082162686,171767403748.19,0.999999999741789,4050.0,37.6170489681177,101.364631652832,6.10035991668701,10.5129995346069,1.32627060556494,99.5,88.66451202,14.82185915366634,149.875,98599.0,4514.0,0.25947333251436566,106.3696091,12413307.0,42705368.0,11783.853525650096,807.619,18.906,1.806,23.298,27.409,76.474,-36.386,-0.852,19.634,19.572
DZA,Algeria,2020,1126709389.50815,59434389109.5108,155.017250238567,21.0,71.67333333333333,-2.20000000023434,17.3157889010977,27.9953002099675,145009181490.62,-5.10000000018678,3600.0,30.6961028751975,103.663528442383,7.04239749908447,12.5500001907349,1.32265953172425,99.8041305541992,88.28187068,14.82185915366634,149.875,97651.0,4571.0,0.25947333251436566,104.842178,12016029.0,43451666.0,11783.853525650096,740.156,17.033,1.66,22.431,27.605,74.453,-18.797,-0.433,19.175,18.733
DZA,Algeria,2021,869681818.9,56211005199.3665,166.218894516626,21.0,71.67333333333333,3.0000000000891,26.5840201621143,26.3860318325273,163044443983.759,3.50000000049758,3660.0,36.5304192859319,97.51087878999249,6.385956103985125,12.7040004730225,1.0893181129697853,99.10814666748047,90.91005502095238,14.82185915366634,149.875,97890.0,6003.0,0.25947333251436566,106.4528,12312259.0,44177969.0,11783.853525650096,750.046,16.978,1.655,21.524,27.801,76.377,-18.797,-0.425,18.701,17.831
AND,Andorra,2000,58039578676.14159,54489341870.47424,134.00203659448565,33.41490663736075,44.743584905714705,3.8060020325309036,41.106220644945964,45.66034798042753,1429049198.45218,3.52836236122388,46530.0,24.10427712679715,87.56895581489475,2.692420012810651,7.942370863687475,0.5714992317091154,100.0,100.0,139.127659574468,220.29195476807837,968310.5031118734,6.6923076923076925,0.7927416641621845,35.61832431,141911118.29941973,66097.0,15105.977715444542,0.286,4.337,0.658,11.03,36.65,80.919,0.146,2.211,7.441,0.005
AND,Andorra,2001,58039578676.14159,54489341870.47424,134.00203659448565,33.41490663736075,44.743584905714705,3.8060020325309036,41.106220644945964,45.66034798042753,1546926174.49664,8.11935772169949,46530.0,24.10427712679715,87.56895581489475,2.692420012810651,7.942370863687475,0.5714992317091154,100.0,100.0,143.278723404255,220.29195476807837,968310.5031118734,6.6923076923076925,0.7927416641621845,43.39280448,141911118.29941973,67820.0,15105.977715444542,0.315,4.741,4.439,11.328,36.932,81.686,2.69,40.449,6.702,0.005
AND,Andorra,2002,58039578676.14159,54489341870.47424,134.00203659448565,33.41490663736075,44.743584905714705,3.8060020325309036,41.106220644945964,45.66034798042753,1755910031.99699,4.54636221364653,46530.0,24.10427712679715,87.56895581489476,1.65971004962921,7.942370863687476,0.5714992317091153,100.0,100.0,149.040425531915,220.29195476807837,968310.5031118735,9.0,0.7927416641621845,46.28218157,141911118.29941973,70849.0,15105.977715444542,0.361,5.186,4.301,11.449,36.816,82.237,2.69,38.701,6.411,0.005
AND,Andorra,2003,58039578676.14159,54489341870.47424,134.00203659448565,33.41490663736075,44.743584905714705,3.8060020325309036,41.106220644945964,45.66034798042753,2361726862.30248,8.69420371612468,46530.0,24.10427712679715,87.56895581489475,2.692420012810651,7.942370863687475,0.5714992317091154,100.0,100.0,155.706382978723,220.29195476807837,968310.5031118735,7.0,0.7927416641621845,70.21296747,141911118.29941973,73907.0,15105.977715444542,0.349,4.81,4.156,10.153,36.758,83.921,2.722,37.536,5.253,0.004
AND,Andorra,2004,58039578676.14159,54489341870.47424,134.00203659448565,33.41490663736075,44.743584905714705,3.8060020325309036,41.106220644945964,45.66034798042753,2894921777.99851,8.13567633837351,46530.0,24.10427712679715,87.56895581489476,1.54411995410919,7.942370863687476,1.31147540983607,100.0,100.0,162.221276595745,220.29195476807837,968310.5031118734,6.6923076923076925,0.7927416641621845,75.86601328,141911118.29941973,76933.0,15105.977715444542,0.234,3.097,3.875,10.784,36.764,80.084,2.744,36.312,8.217,0.007
AND,Andorra,2005,58039578676.14159,54489341870.47424,134.00203659448565,33.41490663736075,44.743584905714705,3.8060020325309036,41.106220644945964,45.66034798042753,3159905484.39249,5.39779598500422,46530.0,24.10427712679715,87.56895581489476,1.64497005939484,7.942370863687476,0.5714992317091153,100.0,100.0,167.802127659574,220.29195476807837,968310.5031118735,10.0,0.7927416641621845,80.87590509,141911118.29941973,79826.0,15105.977715444542,0.34,4.329,3.512,10.989,36.834,81.76,2.467,31.372,6.757,0.006
AND,Andorra,2006,58039578676.14159,54489341870.47424,134.00203659448565,33.41490663736075,44.743584905714705,3.8060020325309036,41.106220644945964,45.66034798042753,3456442102.622,4.80868869916921,46530.0,24.10427712679715,87.56895581489476,2.24489998817444,7.942370863687476,0.5714992317091153,100.0,100.0,172.321276595745,220.29195476807837,968310.5031118735,10.0,0.7927416641621845,86.01844926,141911118.29941973,80221.0,15105.977715444542,0.411,5.04,-2.509,11.05,36.937,82.966,-2.42,-29.681,5.966,0.005
AND,Andorra,2007,58039578676.14159,54489341870.47424,134.00203659448565,33.41490663736075,44.743584905714705,3.8060020325309036,41.106220644945964,45.66034798042753,3952600602.24473,1.55318814103222,46530.0,24.10427712679715,87.56895581489476,2.10469007492065,7.942370863687476,0.0,100.0,100.0,175.921276595745,220.29195476807837,968310.5031118735,10.0,0.7927416641621845,81.23912599,141911118.29941973,78168.0,15105.977715444542,0.352,4.429,-2.675,10.566,37.025,82.659,-2.446,-30.817,6.049,0.005
AND,Andorra,2008,58039578676.14159,54489341870.47424,134.00203659448565,33.41490663736075,44.743584905714705,3.8060020325309036,41.106220644945964,45.66034798042753,4085630584.44412,-5.55918636850581,46530.0,24.10427712679715,87.56895581489476,2.87392997741699,7.942370863687476,1.19246362985929,100.0,100.0,178.427659574468,220.29195476807837,968310.5031118735,5.0,0.7927416641621845,84.41522582,141911118.29941973,76055.0,15105.977715444542,0.445,5.745,-2.809,11.759,37.064,82.698,-2.584,-33.396,6.038,0.005
AND,Andorra,2009,58039578676.14159,54489341870.47424,134.00203659448565,33.41490663736075,44.743584905714705,3.8060020325309036,41.106220644945964,45.66034798042753,3674409558.21061,-5.30284654348291,46530.0,24.10427712679715,87.56895581489476,3.14292001724243,7.942370863687476,0.0,100.0,100.0,179.706382978723,220.29195476807837,968310.5031118735,5.0,0.7927416641621845,87.40318475,141911118.29941973,73852.0,15105.977715444542,0.415,5.528,-3.074,11.319,37.057,82.752,-2.678,-35.613,6.026,0.005
AND,Andorra,2010,58039578676.14159,54489341870.47424,134.00203659448565,33.41490663736075,44.743584905714705,3.8060020325309036,41.106220644945964,45.66034798042753,3449966856.68832,-1.97495799965345,46530.0,24.10427712679715,87.56895581489476,2.97662997245789,7.942370863687476,0.0,100.0,100.0,179.678723404255,220.29195476807837,968310.5031118735,5.0,0.7927416641621845,91.57706344,141911118.29941973,71519.0,15105.977715444542,0.469,6.423,-3.349,11.899,37.067,82.816,-2.864,-39.225,6.014,0.005
AND,Andorra,2011,58039578676.14159,54489341870.47424,134.00203659448565,33.41490663736075,44.743584905714705,3.8060020325309036,41.106220644945964,45.66034798042753,3629203786.19154,-0.00806975341139093,46530.0,24.10427712679715,87.56895581489476,2.98706007003784,7.942370863687476,1.19405836557291,100.0,100.0,178.193617021277,220.29195476807837,968310.5031118735,5.0,0.7927416641621845,92.17208933,141911118.29941973,70567.0,15105.977715444542,0.452,6.4,0.696,11.449,37.359,82.897,0.027,0.382,6.005,0.005
AND,Andorra,2012,58039578676.14159,54489341870.47424,134.00203659448565,33.41490663736075,44.743584905714705,3.8060020325309036,41.106220644945964,45.66034798042753,3188808942.56713,-4.97444371853503,46530.0,24.10427712679715,87.56895581489476,2.6924200128106506,7.942370863687476,0.0,100.0,100.0,175.385106382979,220.29195476807837,968310.5031118735,6.0,0.7927416641621845,89.93550386,141911118.29941973,71013.0,15105.977715444542,0.381,5.371,0.562,10.606,37.933,82.917,0.033,0.465,5.994,0.005
AND,Andorra,2013,58039578676.14159,54489341870.47424,134.00203659448565,33.41490663736075,44.743584905714705,3.8060020325309036,41.106220644945964,45.66034798042753,3193704343.20627,-3.54759651549344,46530.0,24.10427712679715,87.56895581489476,2.50616002082825,7.942370863687476,0.0,100.0,100.0,171.889361702128,220.29195476807837,968310.5031118735,5.0,0.7927416641621845,89.58187372,141911118.29941973,71367.0,15105.977715444542,0.286,4.008,0.433,9.441,38.525,82.934,0.012,0.168,5.983,0.004
AND,Andorra,2014,58039578676.14159,54489341870.47424,134.00203659448565,33.41490663736075,44.743584905714705,3.8060020325309036,41.106220644945964,45.66034798042753,3271808157.30038,2.50446552114518,46530.0,24.10427712679715,87.56895581489476,3.07420992851257,7.942370863687476,0.0,100.0,100.0,168.559574468085,220.29195476807837,968310.5031118735,5.0,0.7927416641621845,92.48694535,141911118.29941973,71621.0,15105.977715444542,0.278,3.885,0.281,9.532,39.146,82.948,-0.084,-1.172,5.972,0.004
AND,Andorra,2015,58039578676.14159,54489341870.47424,134.00203659448565,33.41490663736075,44.743584905714705,3.8060020325309036,41.106220644945964,45.66034798042753,2789870187.50693,1.43414039522716,46530.0,24.10427712679715,87.56895581489476,3.28034996986389,7.942370863687476,0.0,100.0,100.0,165.987234042553,220.29195476807837,968310.5031118735,5.0,0.7927416641621845,99.42853957,141911118.29941973,71746.0,15105.977715444542,0.29,4.036,0.066,9.927,39.8,82.953,-0.232,-3.227,5.965,0.004
AND,Andorra,2016,58039578676.14159,54489341870.47424,134.00203659448565,33.41490663736075,44.743584905714705,3.8060020325309036,41.106220644945964,45.66034798042753,2896679211.86628,3.70967806978986,46530.0,24.10427712679715,87.56895581489476,3.23707008361816,7.942370863687476,0.5714992317091153,100.0,100.0,164.427659574468,220.29195476807837,968310.5031118734,6.6923076923076925,0.7927416641621845,104.9517508,141911118.29941973,72540.0,15105.977715444542,0.236,3.286,2.127,9.44,40.325,82.967,1.303,18.108,5.952,0.004
AND,Andorra,2017,58039578676.14159,54489341870.47424,134.00203659448565,33.41490663736075,44.743584905714705,3.8060020325309036,41.106220644945964,45.66034798042753,3000180750.11297,0.346071889630295,46530.0,24.10427712679715,87.56895581489476,3.21708989143372,7.942370863687476,0.5714992317091153,100.0,100.0,166.33379224030037,220.29195476807837,968310.5031118734,6.6923076923076925,0.7927416641621845,108.8046481,141911118.29941973,73837.0,15105.977715444542,0.164,2.228,1.421,8.419,40.775,82.98,0.887,12.091,5.942,0.004
AND,Andorra,2018,58039578676.14159,54489341870.47424,134.00203659448565,33.41490663736075,44.743584905714705,3.8060020325309036,41.106220644945964,45.66034798042753,3218316013.22626,1.58876549046354,46530.0,24.10427712679715,87.56895581489476,3.2467200756073,7.942370863687476,0.5714992317091153,100.0,100.0,166.33379224030037,220.29195476807837,968310.5031118734,6.6923076923076925,0.7927416641621845,110.1329103,141911118.29941973,75013.0,15105.977715444542,0.126,1.69,1.74,7.947,41.261,82.992,1.184,15.875,5.932,0.003
AND,Andorra,2019,58039578676.14159,54489341870.47424,134.00203659448565,33.41490663736075,44.743584905714705,3.8060020325309036,41.106220644945964,45.66034798042753,3155065487.51819,2.01554763848308,46530.0,24.10427712679715,87.56895581489476,3.15060997009277,7.942370863687476,0.5714992317091153,100.0,100.0,166.33379224030037,220.29195476807837,968310.5031118734,6.6923076923076925,0.7927416641621845,115.1500465,141911118.29941973,76343.0,15105.977715444542,0.11,1.442,1.774,7.779,41.699,83.004,1.238,16.329,5.921,0.003
AND,Andorra,2020,58039578676.14159,54489341870.47424,134.00203659448565,33.41490663736075,44.743584905714705,3.8060020325309036,41.106220644945964,45.66034798042753,2891022272.98687,-11.1839399355384,46530.0,24.10427712679715,87.56895581489476,2.6924200128106506,7.942370863687476,2.588494143532,100.0,100.0,166.33379224030037,220.29195476807837,968310.5031118734,6.6923076923076925,0.7927416641621845,120.978121,141911118.29941973,77700.0,15105.977715444542,-0.108,-1.39,1.75,7.673,42.103,79.023,1.474,19.124,5.911,0.003
AND,Andorra,2021,58039578676.14159,54489341870.47424,134.00203659448565,33.41490663736075,44.743584905714705,3.8060020325309036,41.106220644945964,45.66034798042753,3330281523.53915,8.94941798050814,46530.0,24.10427712679715,87.56895581489476,2.88000011444092,7.942370863687476,0.5714992317091153,100.0,100.0,166.33379224030037,220.29195476807837,968310.5031118734,6.6923076923076925,0.7927416641621845,86.02493685666666,141911118.29941973,79034.0,15105.977715444542,-0.075,-0.947,1.655,7.233,42.466,80.368,1.377,17.556,5.782,0.003
AGO,Angola,2000,878620000.0,1198212373.02401,2.90908239295018,62.411764705882355,51.153333333333336,4.283530513403789,89.6858311851382,62.8612782697202,9129594818.60749,3.05462423430785,360.0,39.207877246423,40.994736671447775,2.60753011703491,4.03000020980835,4.601430345902125,24.2127437591553,47.5144549,13.1875543434668,924.0,12086.0,433756.0,0.0322900004684925,0.157410653,6786459.0,16394062.0,2781.25814006965,480.655,29.36,3.259,47.647,15.592,46.024,53.527,3.27,122.385,94.694
AGO,Angola,2001,2145470000.0,731866198.100655,7.34720823610931,62.411764705882355,51.153333333333336,4.283530513403789,75.38894373114,74.946850958953,8936063723.20121,4.2059985561951,390.0,14.4802221618501,40.994736671447775,2.8247223741867966,4.00400018692017,4.601430345902125,20.0,48.50334872,13.6225764017005,878.0,12245.0,470616.0,0.0322900004684925,0.442697606,7030534.0,16941587.0,2870.03671445479,503.903,29.785,3.311,47.574,15.643,46.59,56.959,3.367,118.468,94.477
AGO,Angola,2002,1743504000.0,375545950.307129,15.3481296293837,62.411764705882355,51.153333333333336,4.283530513403789,57.0849959046266,48.2165964065917,15285594828.418,13.6656887608562,590.0,28.8768162146426,40.994736671447775,2.8247223741867966,3.96099996566772,4.601430345902125,26.3521175384521,49.49224253,14.0953308735061,831.0,12249.0,435415.0,0.0322900004684925,0.799262897,7285429.0,17516139.0,2620.88901186581,527.743,30.173,3.359,47.448,15.696,47.386,60.505,3.459,116.032,95.464
AGO,Angola,2003,3576971780.0,634199422.3308,30.4236985252629,83.0,51.153333333333336,6.69799999504311,54.3213388113835,49.5798907399883,17812704825.1957,2.99000000000001,710.0,26.0554613232639,40.994736671447775,2.8247223741867966,3.95799994468689,4.601430345902125,27.4127769470215,50.48113635,14.6012424801476,789.0,13375.0,329573.0,0.0322900004684925,1.931104589,7554548.0,18124342.0,2715.9434412314,568.724,31.422,3.466,47.226,15.753,49.617,59.438,3.284,110.0,93.166
